,Unnamed: 0,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total eve minutes,Total eve calls,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls,Churn,Total minutes,Total calls
0,0,1.0181675188505357,415,0,1,3.258096538021482,1.0593942325498984,1.0087374499934136,1.0434541355644529,1.0019873653802,1.055159921602505,0.996469488897356,0.7989278990573876,0.6258002855986439,0.423035857164402,0,3.956936188774244,3.632994589869613
1,1,1.0069816697157885,415,0,1,3.295836866004329,1.0320665657608747,1.015719197900225,1.0429147334695923,1.004544177148741,1.057224140094589,1.004544177148741,0.8350993109078182,0.6258002855986439,0.423035857164402,0,3.9673047502328744,3.650607837796351
2,2,1.022292995628416,415,0,0,0.0,1.0548758090396129,1.0109891235542634,1.0148078148205666,1.0087374499934136,1.0324249267957548,1.005164330916258,0.8221661298163554,0.7063950542796786,0.0,0,3.9242746804722897,3.7312859587436136
3,3,0.9911259244279969,408,1,0,0.0,1.0657001287686256,0.979563883308144,0.969776082780455,0.9942438142135328,1.0433127981109744,0.9949959866312726,0.7457165247157388,0.7536533308455107,0.5546183566222742,0,3.8245055343757937,3.7224570149984597
4,4,0.98338429212101,415,1,0,0.0,1.033866705430432,1.0104353962561965,1.0270274635898131,1.0152149060491755,1.040391370719793,1.0147055277003714,0.8001236021366125,0.6258002855986439,0.6258002855986439,0,3.901409141876651,3.666156115604387
5,5,1.013145908971509,510,1,0,0.0,1.0502600183130295,1.001328241641345,1.0495741815354585,1.0032813507727991,1.0452530680149186,1.013145908971509,0.7393445645824166,0.7325687477104176,0.0,0,3.8844318324458227,3.7503242490960704
6,6,1.0147055277003714,510,0,1,3.218875824868201,1.0489779162241897,0.9942438142135328,1.0733620431594102,1.007573578755084,1.047555326430231,1.013145908971509,0.7627869824840867,0.7536533308455107,0.6258002855986439,0,3.9326822682979174,3.768616632785636
7,7,1.0265055527832043,415,1,0,0.0,1.030382672860129,0.9869597981852865,1.0046065251252263,0.9986063829166985,1.0473484116810263,0.999984786274994,0.7555463047707869,0.7325687477104176,0.0,0,3.8378839144371693,3.7181197150873966
8,8,1.0240216638573814,415,1,1,3.6375861597263857,1.0580887910536887,0.9911259244279969,1.0499184031564,1.009309683677839,1.0700842406758002,1.0006607804515772,0.8123395143700564,0.7063950542796786,0.0,0,3.9904309492559453,3.707491442837092
9,9,0.9824533207775524,415,0,0,0.0,1.0406319754205375,1.0176873172212282,1.0327096931161477,1.026907518550221,1.043057293942215,0.9986063829166985,0.7874176770111411,0.7063950542796786,0.0,0,3.9038166394900413,3.7495962729678265
10,10,1.034314885822944,408,0,0,0.0,1.0185483891766791,0.999984786274994,1.0057162317424455,0.979563883308144,1.024064111625533,1.0181675188505357,0.8123395143700564,0.5546183566222742,0.423035857164402,0,3.860668246914714,3.552334545055948
11,11,0.9993000568565548,510,0,0,0.0,1.0302334180368578,0.9942438142135328,1.0557872234865917,0.98338429212101,1.0419917816691444,1.0115369245500676,0.8230911610676044,0.7063950542796786,0.6258002855986439,0,3.9511035842601983,3.695560085164289
12,12,0.9698932078063358,415,0,0,0.0,1.014551708169994,0.978566837930225,1.067013744663036,0.9842999824276124,1.0450081489918388,1.0019873653802,0.8301569118312014,0.7325687477104176,0.6725029670790563,0,3.95673051365607,3.697422933448455
13,13,0.9919223562990608,408,0,1,3.332204510175204,1.0431710260982288,1.0231649163770178,1.0624135249236009,0.9957377918930442,0.9952196047974798,0.98338429212101,0.8358958109502946,0.6725029670790563,0.423035857164402,0,3.936699966769604,3.6747899674701285
14,14,0.9979035478286284,510,0,0,0.0,1.0415233115985725,1.0109891235542634,1.0489779162241897,1.009309683677839,1.0189263783092657,1.0147055277003714,0.7727589769680201,0.6258002855986439,0.6258002855986439,0,3.882186583100048,3.6608046205311173
15,15,0.9842999824276124,510,0,1,3.5263605246161616,1.0412280962126754,0.9743938320833514,1.0476069083535615,0.97330117724734,1.0335190538006391,1.007573578755084,0.7989278990573876,0.7063950542796786,0.423035857164402,0,3.9212819574242634,3.6616636423654536
16,16,0.9815065955444632,415,0,0,0.0,1.0505024534752312,0.9957377918930442,1.0313051580395565,0.9942438142135328,1.0421372123548482,0.9824533207775524,0.8293046663001791,0.5546183566222742,0.423035857164402,0,3.953249490169815,3.5270532835064037
17,17,1.0265055527832043,415,0,0,0.0,1.029669554825151,1.0126152065263214,1.054057086919776,0.9979035478286284,1.046563996986828,1.020501600316601,0.805879938962908,0.6725029670790563,0.0,0,3.936170577694663,3.703523321750607
18,18,0.985200844275134,408,0,0,0.0,0.9703593612335544,0.9949959866312726,1.0349624011565233,1.0147055277003714,1.0467744980390934,0.972187368078744,0.7253419261773606,0.7325687477104176,0.7063950542796786,1,3.777438186606532,3.7144576301208057
19,19,1.0191143049145188,415,0,0,0.0,1.039200297986071,1.009875623760096,0.9814110377182936,1.0019873653802,1.038827616770826,0.9860873110883348,0.7927077628291277,0.8692942392849475,0.0,0,3.8521467153043183,3.867244539513578
20,20,1.0200434531560645,510,0,0,0.0,0.9887482686333988,0.9927072832290874,1.0552687127970892,0.9805436220896986,1.0534499862429318,1.0115369245500676,0.8024695798580879,0.5546183566222742,0.0,0,3.8999365475315075,3.539406186491128
21,21,1.036330213511384,415,0,0,0.0,1.01636732504098,0.9842999824276124,1.061706296076691,1.009875623760096,1.0564480953089646,1.0115369245500676,0.8483908286189654,0.7063950542796786,0.6258002855986439,0,3.9829125450456013,3.712107585017455
22,22,0.9637291374803096,408,0,1,3.688879454113936,1.0476584318174806,1.0115369245500676,1.0416408737382217,1.009875623760096,1.0391074057732193,1.0115369245500676,0.7927077628291277,0.6258002855986439,0.0,0,3.921114474158049,3.658749758458875
23,23,0.9596963204464736,408,0,0,0.0,1.0210909403940018,0.9815065955444632,1.029820564851864,1.002638340774061,1.0039796728835204,0.9765185323813282,0.8427438869642762,0.6725029670790563,0.6258002855986439,0,3.8976350650936626,3.633166435778909
24,24,0.8743695839948721,415,0,0,0.0,1.0413168581813366,1.008158792920829,1.0580071723432802,0.9911259244279969,1.0387339806992983,1.003916572429902,0.7393445645824166,0.7325687477104176,0.0,0,3.8774025758063315,3.7357700374891456
25,25,1.0244444982729537,415,0,0,0.0,0.9917640001504368,0.9993000568565548,1.022160868083517,0.97105164486998,1.0564057554441313,1.026907518550221,0.839008674512346,0.7325687477104176,0.5546183566222742,0,3.9093392981904316,3.7298279679871733
26,26,0.98338429212101,510,0,0,0.0,1.0509116205109006,1.005777194524828,1.0445970214459182,1.0069816697157885,1.0554854972096794,1.001328241641345,0.8024695798580879,0.7063950542796786,0.423035857164402,0,3.9534637190245867,3.7204821601616405
27,27,1.03566792986984,408,0,0,0.0,1.0474002286738289,1.0147055277003714,0.915421647993668,1.0115369245500676,1.064643949153839,0.9860873110883348,0.825808803625318,0.7989278990573876,0.6258002855986439,0,3.853274629446654,3.8112576623961614
28,28,0.8202862443392709,408,0,0,0.0,1.0562147220728555,1.013145908971509,1.0568063534209156,1.0136711282744777,1.0622841106437813,0.9957377918930442,0.8183653079108115,0.6258002855986439,0.423035857164402,1,3.993670494048364,3.6483551147376745
29,29,0.9637291374803096,408,0,1,3.258096538021482,1.0372420595836729,0.9986063829166985,1.042771731453067,0.98338429212101,1.047786985519894,1.0120789147763565,0.7758724080478123,0.6725029670790563,0.0,0,3.903673184604446,3.6665725568931213
30,30,0.9805436220896986,415,0,1,3.6375861597263857,1.0494258509347398,0.987818703754018,1.048752274827689,1.003916572429902,1.0287919536082624,0.979563883308144,0.8427438869642762,0.7325687477104176,0.6258002855986439,0,3.9697139663349676,3.703867907202482
31,31,0.9860873110883348,415,0,0,0.0,1.019488046738709,0.972187368078744,1.0503328859531504,1.0120789147763565,1.0513170979818531,1.007573578755084,0.7989278990573876,0.7063950542796786,0.423035857164402,0,3.9200659297311002,3.6982349158898633
32,32,1.0218511892271116,415,1,1,3.5263605246161616,1.0452530680149186,1.0063829237830022,1.0406019677819085,1.0019873653802,1.003726813403372,1.0069816697157885,0.8047572096727953,0.7325687477104176,0.6258002855986439,0,3.894339058872995,3.747920706589408
33,33,1.0273061898515887,408,0,0,0.0,1.0237662038556483,0.9986063829166985,1.060700241178382,0.99719132727709,1.04081161581999,1.007573578755084,0.8112944976246211,0.7860478795856021,0.423035857164402,0,3.9365725584786415,3.7894191685344745
34,34,1.001328241641345,408,0,0,0.0,1.017348416174284,1.003916572429902,1.033901331273697,0.9919223562990608,1.0406619637145555,1.0214053992395804,0.7914126806490488,0.5546183566222742,0.6258002855986439,0,3.8833243918115854,3.5718626845908172
35,35,1.0214053992395804,408,1,1,3.737669618283368,1.0360333346550443,0.9919223562990608,1.0452530680149186,1.0069816697157885,1.0153161683390013,0.9860873110883348,0.8420101129338243,0.8449070458972404,0.0,1,3.938612683942788,3.8298983830004247
36,36,0.9227903399258666,510,0,0,0.0,1.0166143994178054,0.9894972828240028,1.062652843558769,1.001328241641345,1.067720976617596,0.9860873110883348,0.7989278990573876,0.6725029670790563,0.5546183566222742,0,3.9459161186515583,3.6494158026327392
37,37,1.0314875462798236,415,0,0,0.0,0.9925512036341012,0.985200844275134,1.033379279084071,1.0087374499934136,1.037787181171831,0.99719132727709,0.7887680926690985,0.6725029670790563,0.6258002855986439,0,3.852485756559102,3.6636325886246945
